54,49,62,54,62,67,62,68,64,53,,,109,108,93,103,107,105,98,92,85,98,,,167,165,150,142,114,161,144,159,134,143,,,225,209,216,205,196,202,205,214,192,203,,,285,264,258,242,245,267,222,258,250,287,,,291,281,286,298,320,301,274,317,305,260,,,389,335,345,361,340,372,364,353,371,356,,,413,404,399,422,395,436,423,419,426,402,,,458,423,431,458,466,430,471,460,487,437,,,509,460,517,536,503,486,518,515,493,482,,
3,3,2,3,2,2,0,2,0,0,,,10,7,7,8,11,11,11,3,4,7,,,17,12,22,17,13,14,15,20,21,24,,,37,45,41,34,29,27,45,43,42,42,,,54,66,64,59,70,56,63,59,63,85,,,98,87,84,82,93,93,82,95,90,81,,,134,99,120,135,126,119,122,130,142,94,,,147,158,175,182,146,160,155,147,173,176,,,213,196,196,216,201,212,225,168,205,224,,,269,232,238,252,250,240,285,270,237,255,,
0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,0,1,0,0,0,,,4,1,7,2,1,0,2,4,2,3,,,7,7,9,7,4,4,4,10,9,13,,,16,10,18,18,24,21,18,17,20,15,,,29,30,27,22,28,30,34,34,31,24,,,52,51,53,73,57,49,50,65,71,43,,,74,87,86,84,79,67,88,74,93,79,,,123,125,112,135,106,119,138,103,105,123,,,167,164,162,169,168,159,174,173,178,171,,
0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,1,0,2,1,0,0,0,1,0,0,,,1,2,3,5,2,3,0,3,3,3,,,7,3,7,2,9,7,5,4,7,2,,,19,9,7,6,13,13,14,14,4,12,,,23,22,26,35,36,26,27,30,31,17,,,41,47,45,54,39,36,43,48,46,49,,,66,70,80,75,65,88,86,69,68,77,,,126,119,117,134,125,122,126,119,131,133,,
0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,2,0,1,,,4,0,3,1,3,2,2,0,2,1,,,4,5,3,3,4,3,6,5,2,6,,,10,12,13,17,23,14,14,14,12,7,,,28,26,23,34,19,20,35,36,35,27,,,51,57,60,57,45,55,62,50,58,56,,,100,100,92,102,102,104,115,91,97,110,,
0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,0,0,,,2,0,1,0,2,0,1,0,0,0,,,2,2,0,1,2,4,4,3,0,1,,,7,6,9,6,9,5,8,4,8,3,,,16,17,16,20,11,11,20,21,15,16,,,28,37,50,39,34,49,44,38,37,32,,,81,84,73,75,86,89,90,78,73,86,,
0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,0,0,,,1,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,2,2,1,0,0,,,3,2,5,2,3,3,0,2,3,2,,,13,13,11,15,8,4,16,14,12,14,,,23,29,33,27,26,31,34,31,24,20,,,75,73,71,66,76,76,74,65,62,75,,
0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,,,2,0,0,2,1,0,0,1,1,1,,,4,8,10,9,3,0,9,3,4,11,,,19,20,21,28,22,21,23,24,13,16,,,66,63,57,60,65,62,65,55,53,69,,
0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,1,0,,,0,5,9,5,2,0,5,3,3,8,,,20,14,11,19,20,15,21,18,10,11,,,54,54,52,53,56,53,60,50,51,62,,
0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,1,0,,,0,1,6,1,1,0,5,3,1,4,,,14,14,9,20,13,12,14,16,7,8,,,48,50,49,48,54,50,53,41,44,53,,
