generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.100;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,16156,0,0.9756
50,1000,1000,10000,1000,50,29435,0,0.9494
50,1000,1000,10000,1000,50,25944,0,0.9709
50,1000,1000,10000,1000,50,18298,0,0.9270
50,1000,1000,10000,1000,50,17093,0,0.9203
50,1000,1000,10000,1000,50,15385,0,0.8757
50,1000,1000,10000,1000,50,31162,0,0.9125
50,1000,1000,10000,1000,50,22519,0,0.8920
50,1000,1000,10000,1000,50,26838,0,0.9382
50,1000,1000,10000,1000,50,17014,0,0.9114


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.200;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,38390,0,0.9910
50,1000,1000,10000,1000,50,36648,0,1.0142
50,1000,1000,10000,1000,50,45352,0,0.9394
50,1000,1000,10000,1000,50,44372,0,0.9641
50,1000,1000,10000,1000,50,41066,0,0.9682
50,1000,1000,10000,1000,50,49640,0,0.9547
50,1000,1000,10000,1000,50,39905,0,0.9827
50,1000,1000,10000,1000,50,42881,0,0.9539
50,1000,1000,10000,1000,50,49567,0,0.9321
50,1000,1000,10000,1000,50,35713,0,0.9702


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.300;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,117594,0,1.1353
50,1000,1000,10000,1000,50,77505,0,1.1269
50,1000,1000,10000,1000,50,63734,0,1.1009
50,1000,1000,10000,1000,50,61850,0,1.1035
50,1000,1000,10000,1000,50,100141,0,1.1714
50,1000,1000,10000,1000,50,81151,0,1.0636
50,1000,1000,10000,1000,50,61480,0,1.1285
50,1000,1000,10000,1000,50,58837,0,1.1220
50,1000,1000,10000,1000,50,62763,0,1.1011
50,1000,1000,10000,1000,50,82756,0,1.1263


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.400;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,94285,0,1.1544
50,1000,1000,10000,1000,50,97671,0,1.1308
50,1000,1000,10000,1000,50,121580,0,1.1887
50,1000,1000,10000,1000,50,80916,0,1.1578
50,1000,1000,10000,1000,50,160993,0,1.1901
50,1000,1000,10000,1000,50,163300,0,1.1511
50,1000,1000,10000,1000,50,120904,0,1.0960
50,1000,1000,10000,1000,50,114241,0,1.0691
50,1000,1000,10000,1000,50,120666,0,1.1297
50,1000,1000,10000,1000,50,156081,0,1.1761


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.500;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,171635,0,1.1397
50,1000,1000,10000,1000,50,176066,0,1.1483
50,1000,1000,10000,1000,50,105811,0,1.1635
50,1000,1000,10000,1000,50,114556,0,1.1283
50,1000,1000,10000,1000,50,106591,0,1.1735
50,1000,1000,10000,1000,50,147953,0,1.1478
50,1000,1000,10000,1000,50,118649,0,1.1714
50,1000,1000,10000,1000,50,216365,0,1.1464
50,1000,1000,10000,1000,50,212986,0,1.1502
50,1000,1000,10000,1000,50,121248,0,1.1672


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.600;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,257977,0,1.2848
50,1000,1000,10000,1000,50,218094,0,1.1936
50,1000,1000,10000,1000,50,252056,0,1.1711
50,1000,1000,10000,1000,50,231361,0,1.1830
50,1000,1000,10000,1000,50,199614,0,1.1828
50,1000,1000,10000,1000,50,132584,0,1.1772
50,1000,1000,10000,1000,50,171961,0,1.1807
50,1000,1000,10000,1000,50,157812,0,1.1935
50,1000,1000,10000,1000,50,193489,0,1.1732
50,1000,1000,10000,1000,50,257760,0,1.1915


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.700;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,156024,0,1.3643
50,1000,1000,10000,1000,50,167486,0,1.3014
50,1000,1000,10000,1000,50,159678,0,1.3212
50,1000,1000,10000,1000,50,155695,0,1.3012
50,1000,1000,10000,1000,50,153051,0,1.3064
50,1000,1000,10000,1000,50,158168,0,1.3042
50,1000,1000,10000,1000,50,153492,0,1.3302
50,1000,1000,10000,1000,50,152949,0,1.3301
50,1000,1000,10000,1000,50,192064,0,1.3260
50,1000,1000,10000,1000,50,192904,0,1.3449


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.800;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,287631,0,1.2990
50,1000,1000,10000,1000,50,251659,0,1.2857
50,1000,1000,10000,1000,50,218136,0,1.2963
50,1000,1000,10000,1000,50,245842,0,1.2902
50,1000,1000,10000,1000,50,212167,0,1.2893
50,1000,1000,10000,1000,50,328780,0,1.2862
50,1000,1000,10000,1000,50,352590,0,1.3431
50,1000,1000,10000,1000,50,225321,0,1.3638
50,1000,1000,10000,1000,50,337791,0,1.3357
50,1000,1000,10000,1000,50,208614,0,1.3680


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.900;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,361390,0,1.4097
50,1000,1000,10000,1000,50,343073,0,1.3467
50,1000,1000,10000,1000,50,394144,0,1.3495
50,1000,1000,10000,1000,50,343895,0,1.3362
50,1000,1000,10000,1000,50,366326,0,1.3372
50,1000,1000,10000,1000,50,347573,0,1.3642
50,1000,1000,10000,1000,50,384262,0,1.3727
50,1000,1000,10000,1000,50,370261,0,1.3572
50,1000,1000,10000,1000,50,257626,0,1.3845
50,1000,1000,10000,1000,50,299625,0,1.3943


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 1.000;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
50,1000,1000,10000,1000,50,451725,0,1.3984
50,1000,1000,10000,1000,50,451725,0,1.3497
50,1000,1000,10000,1000,50,451725,0,1.3662
50,1000,1000,10000,1000,50,451725,0,1.3503
50,1000,1000,10000,1000,50,451725,0,1.3646
50,1000,1000,10000,1000,50,451725,0,1.3522
50,1000,1000,10000,1000,50,451725,0,1.3631
50,1000,1000,10000,1000,50,451725,0,1.3416
50,1000,1000,10000,1000,50,451725,0,1.3593
50,1000,1000,10000,1000,50,451725,0,1.3815


