generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.100;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
800,1000,1000,10000,1000,546,25,0,9.4072
800,1000,1000,10000,1000,550,35,0,9.2728
800,1000,1000,10000,1000,548,7,0,9.7781
800,1000,1000,10000,1000,545,42,0,9.4980
800,1000,1000,10000,1000,550,28,0,9.5551
800,1000,1000,10000,1000,548,21,0,9.6206
800,1000,1000,10000,1000,546,54,0,9.3873
800,1000,1000,10000,1000,550,9,0,9.7930


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.600;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
800,1000,1000,10000,1000,647,27,0,11.2785
800,1000,1000,3693,1000,642,0,0,4.0660
800,1000,1000,10000,1000,646,24,0,11.1721
800,1000,1000,10000,1000,649,19,0,11.2117
800,1000,1000,10000,1000,644,18,0,11.2609
800,1000,1000,10000,1000,646,14,0,11.3209
800,1000,1000,10000,1000,648,16,0,11.3336
800,1000,1000,575,1000,642,0,0,0.4434
800,1000,1000,10000,1000,645,19,0,11.2972
800,1000,1000,10000,1000,642,35,0,11.1126


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.700;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
800,1000,1000,10000,1000,740,12,0,13.8530
800,1000,1000,10000,1000,744,23,0,13.5845
800,1000,1000,680,1000,742,0,0,0.6072
800,1000,1000,10000,1000,743,25,0,13.4346
800,1000,1000,7373,1000,742,0,0,9.9772
800,1000,1000,10000,1000,740,4,0,13.7362
800,1000,1000,675,1000,741,0,0,0.6231
800,1000,1000,10000,1000,745,7,0,13.6441
800,1000,1000,3089,1000,742,0,0,4.0083
800,1000,1000,10000,1000,742,19,0,13.6166


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.800;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
800,1000,1000,10000,1000,800,29,0,15.0537
800,1000,1000,10000,1000,800,32,0,14.7481
800,1000,1000,10000,1000,800,29,0,14.9109
800,1000,1000,10000,1000,800,33,0,14.7743
800,1000,1000,10000,1000,800,30,0,14.7490
800,1000,1000,10000,1000,800,21,0,14.7979
800,1000,1000,10000,1000,800,22,0,14.9239
800,1000,1000,10000,1000,800,47,0,14.7395
800,1000,1000,10000,1000,800,50,0,14.6613
800,1000,1000,10000,1000,800,21,0,14.9011


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 0.900;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
800,1000,1000,10000,1000,800,5641,0,15.2521
800,1000,1000,10000,1000,800,6437,0,14.9205
800,1000,1000,10000,1000,800,5418,0,15.0999
800,1000,1000,10000,1000,800,5059,0,14.9782
800,1000,1000,10000,1000,800,6663,0,14.7808
800,1000,1000,10000,1000,800,8264,0,14.5942
800,1000,1000,10000,1000,800,5777,0,14.8141
800,1000,1000,10000,1000,800,6642,0,14.9549
800,1000,1000,10000,1000,800,5770,0,14.9878
800,1000,1000,10000,1000,800,5712,0,14.9762


generator: r; coloring kernel: d; dynamic kernel: x; no. nodes: 1000; probability: 1.000;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
800,1000,1000,10000,1000,800,20100,0,16.3972
800,1000,1000,10000,1000,800,20100,0,14.9889
800,1000,1000,10000,1000,800,20100,0,15.0857
800,1000,1000,10000,1000,800,20100,0,14.9458
800,1000,1000,10000,1000,800,20100,0,14.9943
800,1000,1000,10000,1000,800,20100,0,15.0561
800,1000,1000,10000,1000,800,20100,0,15.0658
800,1000,1000,10000,1000,800,20100,0,14.9063
800,1000,1000,10000,1000,800,20100,0,14.9490
800,1000,1000,10000,1000,800,20100,0,14.9284


