generator: r; coloring kernel: i; dynamic kernel: x; no. nodes: 1000; probability: 0.100;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
500,1000,1000,10000,1000,445,34,0,7.7265
500,1000,1000,10000,1000,442,32,0,7.6709
500,1000,1000,10000,1000,444,49,0,7.7053
500,1000,1000,10000,1000,440,94,0,7.5320
500,1000,1000,10000,1000,441,81,0,7.5040
500,1000,1000,10000,1000,442,79,0,7.5228
500,1000,1000,10000,1000,441,29,0,7.7713
500,1000,1000,10000,1000,443,71,0,7.6064
500,1000,1000,10000,1000,444,44,0,7.5229


generator: r; coloring kernel: i; dynamic kernel: x; no. nodes: 1000; probability: 0.500;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
500,1000,1000,10000,1000,500,81,0,9.1101
500,1000,1000,10000,1000,500,100,0,8.9651
500,1000,1000,10000,1000,500,97,0,8.8266
500,1000,1000,10000,1000,500,73,0,8.8873
500,1000,1000,10000,1000,500,78,0,8.9629
500,1000,1000,10000,1000,500,51,0,8.9719
500,1000,1000,10000,1000,500,112,0,8.7387
500,1000,1000,10000,1000,500,104,0,8.8954
500,1000,1000,10000,1000,500,96,0,8.9382
500,1000,1000,10000,1000,500,61,0,9.0273


generator: r; coloring kernel: i; dynamic kernel: x; no. nodes: 1000; probability: 0.600;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
500,1000,1000,10000,1000,500,16012,0,9.8994
500,1000,1000,10000,1000,500,17479,0,9.1570
500,1000,1000,10000,1000,500,11017,0,8.8140
500,1000,1000,10000,1000,500,17581,0,9.0490
500,1000,1000,10000,1000,500,15626,0,8.7815
500,1000,1000,10000,1000,500,14604,0,9.1151
500,1000,1000,10000,1000,500,18256,0,8.8114
500,1000,1000,10000,1000,500,17345,0,8.7367
500,1000,1000,10000,1000,500,16974,0,8.8922
500,1000,1000,10000,1000,500,14619,0,8.7386


generator: r; coloring kernel: i; dynamic kernel: x; no. nodes: 1000; probability: 0.700;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
500,1000,1000,10000,1000,500,19452,0,10.4251
500,1000,1000,10000,1000,500,37084,0,9.9381
500,1000,1000,10000,1000,500,36106,0,9.8598
500,1000,1000,10000,1000,500,38765,0,9.9502
500,1000,1000,10000,1000,500,42882,0,9.7093
500,1000,1000,10000,1000,500,35287,0,10.3827
500,1000,1000,10000,1000,500,39227,0,9.8706
500,1000,1000,10000,1000,500,41075,0,9.8339
500,1000,1000,10000,1000,500,40874,0,9.6317
500,1000,1000,10000,1000,500,41013,0,9.8895


generator: r; coloring kernel: i; dynamic kernel: x; no. nodes: 1000; probability: 0.800;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
500,1000,1000,10000,1000,500,57541,0,9.6487
500,1000,1000,10000,1000,500,59471,0,9.6229
500,1000,1000,10000,1000,500,59042,0,9.8278
500,1000,1000,10000,1000,500,60219,0,9.7966
500,1000,1000,10000,1000,500,53753,0,9.5207
500,1000,1000,10000,1000,500,61122,0,9.7140
500,1000,1000,10000,1000,500,44198,0,9.5207
500,1000,1000,10000,1000,500,55620,0,10.2634
500,1000,1000,10000,1000,500,63569,0,12.0050
500,1000,1000,10000,1000,500,60077,0,11.0119


generator: r; coloring kernel: i; dynamic kernel: x; no. nodes: 1000; probability: 0.900;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
500,1000,1000,10000,1000,500,91369,0,10.8879
500,1000,1000,10000,1000,500,92620,0,10.5133
500,1000,1000,10000,1000,500,70708,0,10.3511
500,1000,1000,10000,1000,500,91450,0,10.4715
500,1000,1000,10000,1000,500,88347,0,10.4235
500,1000,1000,10000,1000,500,60013,0,10.2619
500,1000,1000,10000,1000,500,88263,0,10.3764
500,1000,1000,10000,1000,500,92965,0,10.5174
500,1000,1000,10000,1000,500,88960,0,10.4424
500,1000,1000,10000,1000,500,89450,0,10.4867


generator: r; coloring kernel: i; dynamic kernel: x; no. nodes: 1000; probability: 1.000;
benchmark, starting nodes, final nodes, iterations, agents, colours, conflicts, missed nodes, time (s)
500,1000,1000,10000,1000,500,125250,0,9.8803
500,1000,1000,10000,1000,500,125250,0,9.6637
500,1000,1000,10000,1000,500,125250,0,9.7718
500,1000,1000,10000,1000,500,125250,0,9.7011
500,1000,1000,10000,1000,500,125250,0,9.7166
500,1000,1000,10000,1000,500,125250,0,9.7753
500,1000,1000,10000,1000,500,125250,0,9.7601
500,1000,1000,10000,1000,500,125250,0,9.7644
500,1000,1000,10000,1000,500,125250,0,9.8047
500,1000,1000,10000,1000,500,125250,0,9.7873


